ID_meta_hmfSampleId;aneuploidy_score
DO28289;10
DO28412;19
DO28521;21
DO28763;21
DO28823;22
DO28952;25
DO28962;18
DO29146;25
DO29308;26
DO29398;23
DO29760;22
DO29850;26
DO29940;8
DO29980;27
DO30060;26
DO30090;17
DO30220;13
DO30340;11
DO30550;13
DO30750;22
DO30970;18
DO31150;19
DO31420;22
DO31551;24
DO31729;22
DO31769;14
DO31869;16
DO32237;13
DO32391;9
DO32420;10
DO32596;23
DO32646;21
DO46325;15
DO46327;18
DO46328;22
DO46329;18
DO46330;25
DO46331;18
DO46333;17
DO46334;27
DO46336;22
DO46338;20
DO46340;12
DO46342;21
DO46344;16
DO46346;18
DO46350;24
DO46352;23
DO46354;21
DO46356;23
DO46358;21
DO46360;26
DO46362;26
DO46364;10
DO46366;27
DO46368;12
DO46370;20
DO46372;29
DO46374;28
DO46376;13
DO46378;17
DO46380;16
DO46382;28
DO46384;13
DO46386;10
DO46388;14
DO46390;22
DO46392;17
DO46394;25
DO46398;25
DO46400;32
DO46402;30
DO46404;17
DO46408;15
DO46412;22
DO46416;26
DO46420;25
DO46424;22
DO46448;24
DO46488;14
DO46493;18
DO46498;20
DO46503;26
DO46542;24
DO46551;14
DO46556;12
DO46560;14
DO46561;17
DO46566;20
DO46568;13
DO46571;15
DO46576;27
DO46581;19
DO46586;16
DO46588;24
DO46591;22
DO46593;13
DO46597;27
DO46602;11
DO46606;18
DO46611;13
DO221539;21
DO221540;26
DO221541;11
DO221542;8
DO221544;11
DO221545;13
DO221546;21
DO221547;6
DO32831;24
DO32833;15
DO32837;6
DO32860;13
DO32863;26
DO32875;25
DO32878;24
DO32893;15
DO32900;20
DO32916;29
DO32960;12
DO32972;7
DO32976;9
DO32980;16
DO32984;14
DO33000;16
DO33008;10
DO33016;9
DO33028;13
DO33042;26
DO33077;27
DO33128;24
DO33152;10
DO33160;26
DO33168;22
DO33200;13
DO33208;8
DO33248;25
DO33264;3
DO33288;15
DO33344;20
DO33368;23
DO33376;13
DO33392;12
DO33400;19
DO33408;12
DO33472;24
DO33480;12
DO33488;28
DO33512;23
DO33544;9
DO33552;14
DO33960;22
DO33984;20
DO34264;20
DO34288;18
DO34312;19
DO34336;14
DO34432;13
DO34448;12
DO34504;26
DO34600;21
DO34608;25
DO34616;11
DO34640;28
DO34656;12
DO34680;7
DO34696;31
DO34720;16
DO34728;25
DO34736;11
DO34785;6
DO34793;11
DO34809;8
DO34817;10
DO34849;23
DO34905;15
DO35082;24
DO35085;11
DO35098;12
DO35116;29
DO35118;9
DO35126;8
DO35128;21
DO35136;2
DO35138;13
DO35144;13
DO35152;12
DO35184;13
DO35198;10
DO35216;6
DO35222;18
DO35228;10
DO35230;2
DO35236;21
DO35258;23
DO35290;14
DO35305;21
DO35330;11
DO35350;12
DO35360;4
DO35376;26
DO35406;15
DO35424;27
DO35454;7
DO35496;13
DO49074;22
DO49076;24
DO49078;24
DO49079;15
DO49080;15
DO49087;22
DO49090;10
DO49113;15
DO49127;7
DO49129;12
DO49135;13
DO49137;19
DO49138;21
DO49166;8
DO49168;26
DO49172;11
DO49178;15
DO49181;11
DO49183;29
DO49184;27
DO49193;14
DO49204;28
DO49418;11
DO49419;8
DO49420;18
DO49421;7
DO49422;9
DO49424;23
DO49427;11
DO49430;22
DO49433;10
DO49436;26
DO49439;6
DO49442;13
DO49445;5
DO49448;22
DO49451;25
DO49454;11
DO49457;7
DO49460;12
DO49463;27
DO49466;24
DO49478;9
DO49484;11
DO51466;13
DO51467;27
DO51468;17
DO51469;18
DO51470;9
DO51472;14
DO51473;24
DO51474;11
DO51476;17
DO51477;9
DO51478;11
DO51479;10
DO51480;9
DO51481;13
DO51483;9
DO51484;8
DO51485;10
DO51487;21
DO51489;21
DO51490;10
DO51491;20
DO51492;26
DO51493;25
DO51494;17
DO51495;14
DO51496;10
DO51497;6
DO51498;13
DO51499;10
DO51500;1
DO51501;14
DO51502;12
DO51503;17
DO51504;24
DO51505;30
DO51506;10
DO51507;17
DO51509;14
DO51510;12
DO51511;12
DO51512;19
DO51513;11
DO51514;8
DO51515;19
DO51518;24
DO51519;7
DO51520;20
DO51522;21
DO51523;28
DO51524;14
DO51525;10
DO51527;11
DO51528;27
DO51529;27
DO51530;5
DO51531;11
DO51532;11
DO51533;23
DO51534;12
DO51535;28
DO51536;13
DO51537;8
DO51538;11
DO51540;7
DO51541;23
DO51542;23
DO51543;9
DO51544;10
DO51548;6
DO51549;0
DO46744;5
DO46745;13
DO46747;20
DO46749;3
DO46751;20
DO46753;16
DO46755;21
DO46757;20
DO46759;19
DO46761;27
DO46763;13
DO46767;5
DO46769;19
DO46771;22
DO46773;7
DO46777;4
DO46779;20
DO46781;10
DO46783;21
DO46785;10
DO48520;24
DO48539;27
DO48541;12
DO48545;20
DO48553;4
DO48554;24
DO48557;6
DO48573;17
DO48578;15
DO48581;14
DO51169;4
DO51170;20
DO51171;19
DO51172;5
DO51173;4
DO51174;13
DO51175;5
DO51176;25
DO51177;21
DO51178;19
DO51179;4
DO51180;20
DO51181;15
DO51182;17
DO51184;3
DO51185;14
DO51187;18
DO52122;19
DO52123;18
DO52124;18
DO52125;8
DO52126;15
DO52127;18
DO52128;2
DO52129;17
DO52131;4
DO52132;4
DO52134;12
DO52135;17
DO52136;14
DO52137;2
DO52139;0
DO52141;12
DO52142;20
DO52143;18
DO52146;17
DO52147;16
DO52148;5
DO52149;17
DO52150;19
DO52151;17
DO52152;21
DO52153;25
DO52154;11
DO52155;10
DO52156;22
DO52158;18
DO52159;20
DO52161;19
DO52162;21
DO52164;20
DO10811;3
DO10821;3
DO10823;4
DO10825;3
DO10833;2
DO10835;2
DO36221;3
DO36226;2
DO36248;3
DO36253;12
DO36254;5
DO36262;3
DO36273;3
DO36283;2
DO36285;3
DO36345;2
DO36356;2
DO36360;2
DO36372;2
DO46788;6
DO46790;2
DO46792;6
DO46793;3
DO46795;3
DO46796;15
DO46813;2
DO49815;2
DO50416;3
DO50417;2
DO50419;4
DO50422;5
DO50423;2
DO50424;4
DO50428;7
DO50430;3
DO50431;3
DO50432;5
DO51044;2
DO51046;2
DO51047;4
DO51048;8
DO51049;8
DO51050;5
DO51051;6
DO51052;6
DO51053;6
DO51054;5
DO51055;7
DO51056;3
DO51057;7
DO51060;6
DO51061;4
DO51062;3
DO51063;2
DO51064;2
DO51065;2
DO51066;8
DO51067;5
DO51068;2
DO51069;4
DO51070;5
DO51072;4
DO51073;2
DO51074;4
DO51075;7
DO51078;5
DO51079;3
DO51080;3
DO51081;4
DO51083;4
DO51084;2
DO51085;5
DO51086;5
DO51088;2
DO51089;4
DO51090;4
DO51091;2
DO51092;2
DO51093;4
DO51094;2
DO51095;2
DO51096;2
DO51097;3
DO51098;2
DO51099;3
DO51100;2
DO51102;4
DO51103;10
DO51104;4
DO51105;3
DO51106;2
DO51107;16
DO51108;2
DO51109;4
DO51110;2
DO51112;2
DO51113;5
DO51114;3
DO51115;3
DO51116;2
DO51117;2
DO51118;10
DO51120;4
DO51121;2
DO51122;4
DO51124;3
DO51126;3
DO51127;3
DO51128;9
DO51129;4
DO51131;3
DO51133;2
DO51134;2
DO51135;4
DO51137;5
DO51138;4
DO51139;3
DO51141;5
DO51142;3
DO51143;3
DO51144;8
DO51145;4
DO51147;2
DO51148;4
DO51150;4
DO51152;5
DO51153;2
DO51154;2
DO51155;5
DO51157;7
DO51158;2
DO51159;2
DO51953;8
DO51958;21
DO51960;11
DO51962;11
DO51965;14
DO52499;3
DO52500;3
DO52501;4
DO52502;8
DO52503;2
DO52504;5
DO52505;4
DO52506;12
DO52508;5
DO52510;7
DO52516;25
DO52520;4
DO52522;2
DO52524;4
DO52526;4
DO52532;3
DO220841;21
DO220842;19
DO220843;11
DO220844;14
DO220845;24
DO220846;17
DO220847;23
DO220848;24
DO220849;21
DO220850;23
DO220851;13
DO220852;11
DO220853;17
DO220855;20
DO220857;14
DO220858;19
DO220859;23
DO220861;23
DO220863;13
DO220864;27
DO220865;28
DO220866;25
DO220867;26
DO220868;25
DO220869;11
DO220870;23
DO220871;16
DO220872;9
DO220873;11
DO220874;27
DO220875;17
DO220877;22
DO220878;10
DO220879;12
DO220880;26
DO220881;24
DO220882;12
DO220883;16
DO220884;14
DO220885;29
DO220886;23
DO220887;19
DO220888;25
DO220889;13
DO220890;22
DO220891;17
DO220892;20
DO220893;8
DO220894;17
DO220895;14
DO220896;7
DO220897;13
DO220899;10
DO220900;14
DO220901;6
DO220902;25
DO220903;26
DO220904;22
DO220905;13
DO220906;9
DO220907;12
DO220908;25
DO220909;14
DO220910;16
DO220911;16
DO220912;8
DO220913;20
DO37409;11
DO37418;16
DO37424;26
DO37425;4
DO37426;11
DO37427;13
DO37432;21
DO37435;29
DO37439;13
DO37440;29
DO37445;24
DO37474;20
DO37515;12
DO37527;22
DO37531;7
DO37587;16
DO37599;12
DO37607;10
DO37627;23
DO37659;22
DO37703;8
DO37719;15
DO37723;24
DO37750;16
DO37758;24
DO37782;19
DO37827;23
DO37861;25
DO37896;21
DO37946;7
DO38129;18
DO47255;8
DO47268;22
DO47331;20
DO47451;12
DO47542;24
DO51251;25
DO217814;25
DO217817;3
DO217818;18
DO217822;23
DO217867;18
DO217896;15
DO218030;15
DO218068;19
DO218136;24
DO218223;25
DO218443;15
DO218547;23
DO218673;24
DO218728;13
DO218769;7
DO222276;6
DO222285;30
DO222288;6
DO222292;15
DO222299;22
DO38226;24
DO38229;19
DO38238;19
DO38380;4
DO38388;9
DO38404;5
DO38423;18
DO38535;14
DO38547;28
DO38571;19
DO38603;26
DO38635;28
DO38655;30
DO38663;3
DO38671;12
DO38731;22
DO38775;23
DO38779;12
DO38791;22
DO38807;25
DO38831;14
DO38847;20
DO38871;16
DO47737;12
DO47747;16
DO47753;17
DO47785;27
DO47817;10
DO47841;5
DO47859;22
DO47863;26
DO47911;21
DO47929;20
DO47997;10
DO48040;15
DO219585;3
DO38899;7
DO38901;0
DO38903;2
DO38911;2
DO38946;0
DO38966;0
DO38978;0
DO39016;0
DO39020;0
DO39022;0
DO39046;0
DO39070;0
DO39072;0
DO39084;0
DO39127;0
DO39210;0
DO39216;0
DO39306;3
DO39363;2
DO39481;0
DO39534;0
DO39610;2
DO39635;11
DO39684;0
DO39798;0
DO39841;2
DO39847;1
DO39886;2
DO39910;1
DO39956;0
DO40069;0
DO40147;0
DO40167;0
DO40193;0
DO40274;2
DO40405;0
DO40484;2
DO40496;0
DO40735;0
DO48065;0
DO48084;2
DO48103;0
DO48159;0
DO14171;8
DO14192;10
DO14204;12
DO14232;7
DO14236;22
DO14238;23
DO14242;23
DO14250;10
DO14264;24
DO14282;5
DO14296;5
DO14343;31
DO14420;14
DO14502;17
DO14566;15
DO14582;3
DO14614;25
DO14678;19
DO14686;9
DO14718;25
DO14742;23
DO14750;12
DO14814;25
DO14862;19
DO14942;24
DO15014;19
DO15022;9
DO15046;25
DO15110;26
DO15398;27
DO15414;15
DO15430;25
DO15503;11
DO15527;13
DO15591;20
DO15791;20
DO15815;17
DO15870;14
DO15911;5
DO15943;11
DO16015;3
DO217836;4
DO217950;26
DO218075;22
DO218180;6
DO218280;26
DO218306;8
DO218697;9
DO218773;12
DO52029;12
DO44097;24
DO472;19
DO477;23
DO479;22
DO483;27
DO496;24
DO498;5
DO522;29
DO536;23
DO548;4
DO555;23
DO561;26
DO575;1
DO639;18
DO669;26
DO675;8
DO689;26
DO695;9
DO720;19
DO804;9
DO822;4
DO828;6
DO856;19
DO40806;25
DO40831;14
DO40867;11
DO40930;21
DO40948;28
DO41056;4
DO41080;8
DO41157;13
DO41217;26
DO41343;16
DO41398;22
DO41446;1
DO41530;7
DO41716;27
DO41911;23
DO41943;20
DO41951;11
DO42169;28
DO42209;2
DO42240;21
DO42256;2
DO42304;1
DO42400;0
DO42424;6
DO42432;0
DO42464;20
DO42536;16
DO42544;2
DO42881;7
DO42937;11
DO43074;6
DO43162;27
DO43210;16
DO43314;5
DO43338;10
DO43378;11
DO43506;16
DO43514;2
DO43658;26
DO43739;24
DO43811;12
DO43859;26
