ID_meta_hmfSampleId;aneuploidy_score
HMF000084A;28
HMF000103A;31
HMF000146A;10
HMF000157A;22
HMF000177A;21
HMF000182A;26
HMF000240A;9
HMF000281A;20
HMF000334A;5
HMF000344A;24
HMF000357A;25
HMF000393A;15
HMF000406A;23
HMF000420A;14
HMF000426A;14
HMF000433A;18
HMF000451A;22
HMF000481A;23
HMF000500B;7
HMF000568A;27
HMF000605A;13
HMF000692A;22
HMF000695A;25
HMF000704A;24
HMF000717A;15
HMF000722A;19
HMF000726C;27
HMF000732A;21
HMF000774A;22
HMF000811B;14
HMF000824A;23
HMF000858A;7
HMF000863A;14
HMF000924A;25
HMF000958A;22
HMF000993A;24
HMF001003A;20
HMF001074A;13
HMF001078A;30
HMF001081B;27
HMF001115A;24
HMF001257A;17
HMF001300A;23
HMF001315A;23
HMF001320A;27
HMF001329A;22
HMF001365A;24
HMF001374A;18
HMF001397A;27
HMF001406A;18
HMF001527A;21
HMF001532A;18
HMF001562A;22
HMF001609A;26
HMF001663B;19
HMF001664A;22
HMF001670A;27
HMF001677A;24
HMF001803A;15
HMF001823A;18
HMF001831A;24
HMF001845A;20
HMF001847A;21
HMF001858A;21
HMF001862A;25
HMF001892A;28
HMF001926A;25
HMF001937A;27
HMF001975A;26
HMF001984A;25
HMF002001A;24
HMF002011B;23
HMF002020A;21
HMF002024A;26
HMF002054A;16
HMF002105A;24
HMF002117A;26
HMF002121A;27
HMF002192A;22
HMF002215A;26
HMF002296A;23
HMF002349A;26
HMF002353A;18
HMF002370A;8
HMF002378A;20
HMF002408A;23
HMF002437A;17
HMF002443B;23
HMF002490A;12
HMF002528A;15
HMF002530A;25
HMF002575A;16
HMF002634B;25
HMF002772A;16
HMF002818B;24
HMF002908B;12
HMF002913A;31
HMF002948A;27
HMF002953A;16
HMF002987A;17
HMF003091A;19
HMF003095A;19
HMF003148A;25
HMF003173A;26
HMF003214A;26
HMF003222A;28
HMF003226A;26
HMF003256A;25
HMF003286A;18
HMF003311A;20
HMF003333A;19
HMF003385A;21
HMF003402A;15
HMF003490A;23
HMF003491A;27
HMF003523A;20
HMF003559A;19
HMF003587A;24
HMF003595A;21
HMF003608A;15
HMF003640A;24
HMF003663A;9
HMF003681A;23
HMF003742A;12
HMF003778A;26
HMF004123A;26
HMF004130A;14
HMF004252A;20
HMF004262A;10
HMF004428A;21
HMF004477A;20
HMF004495A;23
HMF004602A;14
HMF004702A;20
HMF004756A;25
HMF004757A;24
HMF004899A;19
HMF004905A;22
HMF005137A;27
HMF000043A;9
HMF000224A;10
HMF000294A;8
HMF000329A;8
HMF000387A;8
HMF000570A;6
HMF000649A;12
HMF000655A;6
HMF000672A;8
HMF000729A;2
HMF000788A;11
HMF000842A;6
HMF000913A;11
HMF000921A;9
HMF000925A;8
HMF001020A;12
HMF001070A;11
HMF001167A;15
HMF001180A;11
HMF001235A;10
HMF001331A;11
HMF001333A;6
HMF001338A;12
HMF001434A;7
HMF001474A;10
HMF001624A;22
HMF001701A;11
HMF001787A;8
HMF001799A;11
HMF001837A;23
HMF001855A;4
HMF001888A;11
HMF001910A;7
HMF002085A;10
HMF002152A;7
HMF002266A;25
HMF002335A;12
HMF002343A;27
HMF002371A;9
HMF002393A;12
HMF002474A;13
HMF002478A;10
HMF002509A;1
HMF002651A;9
HMF002784A;8
HMF002830A;9
HMF002973A;9
HMF003001A;6
HMF003026A;6
HMF003044A;12
HMF003157A;11
HMF003232A;8
HMF003300A;11
HMF003339A;20
HMF003405A;10
HMF003406A;8
HMF003436A;4
HMF003504A;9
HMF003517A;11
HMF003589A;5
HMF003686A;26
HMF003773A;6
HMF003793A;7
HMF003795A;25
HMF000048A;11
HMF000142A;8
HMF000153A;12
HMF000217A;24
HMF000248A;11
HMF000259A;20
HMF000270A;17
HMF000392A;18
HMF000484A;25
HMF000680A;8
HMF000700A;5
HMF000749A;8
HMF000751A;27
HMF000757A;9
HMF000860A;10
HMF000899A;7
HMF000927A;10
HMF001143A;11
HMF001395A;16
HMF001420A;4
HMF001565A;17
HMF001768A;24
HMF001811B;11
HMF001881A;24
HMF002009A;23
HMF002190A;16
HMF002320A;28
HMF002466A;17
HMF002635A;10
HMF002645A;24
HMF002675A;25
HMF002729A;18
HMF002833A;3
HMF002918A;10
HMF002920A;27
HMF003117A;10
HMF003209A;13
HMF003251A;9
HMF003309A;17
HMF003366A;5
HMF003425A;11
HMF003516A;0
HMF003526A;18
HMF003601A;19
HMF003615A;10
HMF003662A;9
HMF003672A;13
HMF003987A;10
HMF003993A;9
HMF004024A;27
HMF004040A;6
HMF004306A;15
HMF004324A;6
HMF000047A;17
HMF000072A;10
HMF000131A;1
HMF000190A;13
HMF000204A;11
HMF000213A;13
HMF000288A;27
HMF000425A;8
HMF000428A;24
HMF000611A;27
HMF000631A;23
HMF000673A;17
HMF000843A;16
HMF000895A;4
HMF000934A;5
HMF000944A;25
HMF001011B;21
HMF001029A;12
HMF001181A;5
HMF001183A;3
HMF001203A;18
HMF001207A;13
HMF001356A;9
HMF001431A;21
HMF001439A;10
HMF001451A;2
HMF001464A;25
HMF001484A;17
HMF001489A;12
HMF001554A;9
HMF001576A;2
HMF001591A;5
HMF001616A;16
HMF001650C;21
HMF001660A;15
HMF001686A;17
HMF001709A;23
HMF001722A;14
HMF001771A;8
HMF001797A;25
HMF001843A;3
HMF001853A;23
HMF001870A;9
HMF001886A;26
HMF001907A;20
HMF001928A;16
HMF001936A;8
HMF001943A;22
HMF001953A;22
HMF001967B;12
HMF002068A;16
HMF002108A;6
HMF002113A;21
HMF002123A;15
HMF002139A;14
HMF002243B;8
HMF002352A;24
HMF002362A;12
HMF002388B;10
HMF002469A;5
HMF002471A;26
HMF002486A;3
HMF002487A;20
HMF002508A;5
HMF002531A;8
HMF002563A;23
HMF002565A;17
HMF002624A;21
HMF002687A;2
HMF002718A;5
HMF002797A;11
HMF002819A;3
HMF002835B;24
HMF002837A;14
HMF002860A;14
HMF002867A;2
HMF002890A;28
HMF002892A;4
HMF002899A;6
HMF002903A;22
HMF003060A;15
HMF003098A;4
HMF003119A;12
HMF003166A;28
HMF003170A;24
HMF003229A;23
HMF003272A;26
HMF003359A;7
HMF003395A;22
HMF003467A;26
HMF003494A;10
HMF003506A;7
HMF003525A;12
HMF003584A;29
HMF003621A;19
HMF003633A;25
HMF003715A;15
HMF003721A;25
HMF003724A;6
HMF003741A;12
HMF003761A;16
HMF003788A;16
HMF003875A;25
HMF003898A;16
HMF003901A;16
HMF003929A;1
HMF003947A;18
HMF003976A;6
HMF004063A;3
HMF004110A;14
HMF004114A;20
HMF004175A;29
HMF004179A;4
HMF004198A;26
HMF004233A;29
HMF004241A;18
HMF004266A;17
HMF004269A;15
HMF004308A;25
HMF004353A;13
HMF004356A;16
HMF004389A;14
HMF004407A;10
HMF004427A;27
HMF004523A;22
HMF004760A;21
HMF004869A;12
HMF004901A;9
HMF004989A;4
HMF000256A;11
HMF000330A;23
HMF000405A;9
HMF000714A;21
HMF000798A;23
HMF000856B;8
HMF000977B;14
HMF001032A;23
HMF001045B;10
HMF001480A;8
HMF001568A;12
HMF001732A;20
HMF001854A;12
HMF001923A;18
HMF001929A;6
HMF001976A;13
HMF002018A;20
HMF002131A;14
HMF002210A;19
HMF002289A;24
HMF002377A;16
HMF002522A;27
HMF002633A;8
HMF002872A;11
HMF003068B;29
HMF003122A;9
HMF003179A;25
HMF003295B;13
HMF003679A;10
HMF003723A;11
HMF003834A;21
HMF004176A;24
HMF004335A;9
HMF004402A;24
HMF004790A;13
HMF004802A;19
HMF004835A;14
HMF004891A;23
HMF004903A;27
HMF004909A;11
HMF004913A;6
HMF004940A;17
HMF004954A;5
HMF005035A;10
HMF005105A;22
HMF005162A;20
HMF005173A;22
HMF005179A;23
HMF000185A;4
HMF000517A;24
HMF000571B;1
HMF000662A;21
HMF001122A;0
HMF001553A;2
HMF001712A;4
HMF001878A;2
HMF002304A;30
HMF002571A;2
HMF004411A;5
HMF004450A;2
HMF004458A;9
HMF004604A;3
HMF004619A;10
HMF004646A;3
HMF004780A;3
HMF004799A;6
HMF004852A;4
HMF004910A;19
HMF004952A;22
HMF004966A;14
HMF005004A;22
HMF005024A;6
HMF005088A;18
HMF000009A;14
HMF000018A;28
HMF000024A;4
HMF000026A;20
HMF000028B;18
HMF000052A;25
HMF000058A;23
HMF000059A;18
HMF000071A;27
HMF000094A;9
HMF000111A;24
HMF000113A;17
HMF000122A;11
HMF000126A;9
HMF000127A;26
HMF000128A;24
HMF000154B;24
HMF000161A;24
HMF000164A;23
HMF000168A;26
HMF000178A;20
HMF000187A;15
HMF000203A;29
HMF000208A;22
HMF000225A;31
HMF000257A;26
HMF000262A;22
HMF000271B;18
HMF000290B;24
HMF000293A;19
HMF000307C;25
HMF000308A;27
HMF000338A;16
HMF000340A;26
HMF000347A;22
HMF000350B;28
HMF000356A;17
HMF000438A;25
HMF000446A;25
HMF000448A;21
HMF000463A;21
HMF000470A;23
HMF000478A;21
HMF000491A;21
HMF000505A;27
HMF000506A;26
HMF000519A;23
HMF000520A;29
HMF000540A;8
HMF000549A;28
HMF000593A;24
HMF000600A;30
HMF000621A;28
HMF000669A;20
HMF000675A;27
HMF000681A;25
HMF000686A;17
HMF000690B;23
HMF000698A;22
HMF000703B;28
HMF000723A;26
HMF000758A;26
HMF000775A;15
HMF000777A;9
HMF000786A;21
HMF000789A;22
HMF000791A;29
HMF000854B;23
HMF000866A;16
HMF000885A;12
HMF000912A;14
HMF000931A;13
HMF000933A;15
HMF000942A;21
HMF000976A;27
HMF000991B;15
HMF001050A;20
HMF001091A;26
HMF001124A;21
HMF001149A;21
HMF001150A;16
HMF001152A;25
HMF001170A;22
HMF001175A;21
HMF001179A;7
HMF001187A;19
HMF001245B;29
HMF001266A;7
HMF001278A;26
HMF001281A;26
HMF001288A;2
HMF001290A;7
HMF001309A;14
HMF001313A;21
HMF001372A;20
HMF001392A;8
HMF001393A;12
HMF001400A;4
HMF001421A;27
HMF001442B;24
HMF001482A;22
HMF001517A;4
HMF001519A;6
HMF001528A;20
HMF001549A;24
HMF001557A;13
HMF001558A;24
HMF001563A;20
HMF001566A;22
HMF001567A;28
HMF001578A;10
HMF001586A;22
HMF001629A;21
HMF001637A;15
HMF001648A;27
HMF001676A;23
HMF001693A;22
HMF001694A;21
HMF001737A;29
HMF001738A;25
HMF001740A;11
HMF001769A;28
HMF001784A;25
HMF001792A;22
HMF001793A;26
HMF001844A;12
HMF001848A;22
HMF001857A;25
HMF001864A;12
HMF001883A;24
HMF001895A;15
HMF001917A;25
HMF001919A;11
HMF001958A;20
HMF001983A;10
HMF002013A;26
HMF002028B;14
HMF002047A;22
HMF002049A;20
HMF002070A;6
HMF002074A;32
HMF002077A;23
HMF002084A;27
HMF002136A;20
HMF002157A;28
HMF002159A;23
HMF002164A;20
HMF002165A;20
HMF002191A;28
HMF002208B;17
HMF002238A;28
HMF002248A;27
HMF002249A;24
HMF002264A;1
HMF002269A;25
HMF002271A;23
HMF002308A;14
HMF002330A;22
HMF002381A;29
HMF002419A;15
HMF002420A;12
HMF002423A;13
HMF002425A;20
HMF002459A;25
HMF002477A;28
HMF002499A;16
HMF002500A;27
HMF002512A;21
HMF002519A;29
HMF002525A;28
HMF002548A;24
HMF002576A;18
HMF002585A;15
HMF002590A;23
HMF002610A;18
HMF002631A;20
HMF002662A;27
HMF002668A;24
HMF002689A;28
HMF002693A;6
HMF002698A;20
HMF002715A;14
HMF002716A;21
HMF002731A;21
HMF002736A;12
HMF002752A;22
HMF002762A;18
HMF002763A;24
HMF002778A;7
HMF002779A;12
HMF002781A;18
HMF002783A;20
HMF002786A;25
HMF002803A;22
HMF002816A;27
HMF002829A;20
HMF002842A;20
HMF002855A;27
HMF002883A;26
HMF002893A;24
HMF002894A;25
HMF002906A;25
HMF002911A;2
HMF002914A;18
HMF002927A;14
HMF002931A;13
HMF002939A;24
HMF002940A;25
HMF002944A;19
HMF002946A;16
HMF002958A;7
HMF002972A;16
HMF002977A;26
HMF002983A;5
HMF003005A;11
HMF003010A;26
HMF003024A;17
HMF003027A;25
HMF003085A;23
HMF003118A;24
HMF003126A;11
HMF003129A;16
HMF003138A;12
HMF003147A;22
HMF003224A;27
HMF003228A;28
HMF003233A;27
HMF003243A;11
HMF003270B;25
HMF003290A;25
HMF003307A;23
HMF003327A;24
HMF003328A;20
HMF003336A;8
HMF003355A;19
HMF003372A;23
HMF003384A;23
HMF003408A;18
HMF003416A;21
HMF003428A;0
HMF003439A;24
HMF003441A;12
HMF003457A;20
HMF003462A;16
HMF003486A;24
HMF003514A;21
HMF003544A;24
HMF003550A;26
HMF003552A;23
HMF003553A;17
HMF003554A;23
HMF003557A;15
HMF003600A;27
HMF003602A;17
HMF003603A;12
HMF003604A;23
HMF003605A;13
HMF003609A;24
HMF003622A;18
HMF003643A;23
HMF003644A;14
HMF003648B;23
HMF003649A;20
HMF003660A;19
HMF003689A;21
HMF003700A;27
HMF003739A;25
HMF003749A;20
HMF003769A;12
HMF003775A;13
HMF003785A;23
HMF003787A;12
HMF003797A;25
HMF003811A;27
HMF003812A;14
HMF003813A;19
HMF003823A;10
HMF003827A;32
HMF003841A;20
HMF003844A;28
HMF003857A;25
HMF003858A;15
HMF003859A;25
HMF003867A;23
HMF003869A;28
HMF003876A;22
HMF003878A;25
HMF003880B;0
HMF003889A;22
HMF003897A;22
HMF003902A;26
HMF003913A;25
HMF003916A;9
HMF003920A;27
HMF003927A;26
HMF003932A;23
HMF003934A;22
HMF003940A;24
HMF003941A;11
HMF003945A;12
HMF003950A;22
HMF003952A;19
HMF003961A;29
HMF003963A;18
HMF003964A;25
HMF003966A;24
HMF003973A;25
HMF003979A;31
HMF003982A;20
HMF003999A;19
HMF004005B;24
HMF004008A;27
HMF004017A;24
HMF004019A;12
HMF004022A;20
HMF004026A;21
HMF004027A;21
HMF004048A;18
HMF004052A;24
HMF004058A;26
HMF004066A;27
HMF004089A;27
HMF004096A;15
HMF004102A;25
HMF004103A;24
HMF004107A;25
HMF004115A;8
HMF004122A;16
HMF004124A;20
HMF004132A;25
HMF004133B;22
HMF004134A;22
HMF004137B;17
HMF004139A;23
HMF004144A;6
HMF004149A;11
HMF004153A;29
HMF004159A;29
HMF004168A;25
HMF004177B;24
HMF004178A;19
HMF004180A;21
HMF004182A;15
HMF004183A;25
HMF004188A;19
HMF004190A;25
HMF004195A;22
HMF004196A;15
HMF004201A;24
HMF004202A;25
HMF004203B;25
HMF004213B;26
HMF004219A;27
HMF004226A;23
HMF004243A;24
HMF004247A;27
HMF004253A;0
HMF004254A;27
HMF004263A;24
HMF004270A;11
HMF004273A;3
HMF004275A;17
HMF004279A;19
HMF004280A;25
HMF004281A;15
HMF004282A;23
HMF004285A;21
HMF004288A;21
HMF004299A;13
HMF004304A;17
HMF004305A;27
HMF004310A;26
HMF004312A;11
HMF004316A;26
HMF004319A;23
HMF004320A;24
HMF004326B;23
HMF004328A;11
HMF004336A;27
HMF004342A;26
HMF004344A;25
HMF004350A;21
HMF004359A;21
HMF004369A;30
HMF004370A;24
HMF004379A;21
HMF004380A;12
HMF004382A;25
HMF004388A;27
HMF004399A;25
HMF004415A;26
HMF004418A;19
HMF004419A;20
HMF004421A;26
HMF004433A;28
HMF004446A;16
HMF004449A;27
HMF004452A;21
HMF004457A;13
HMF004459A;9
HMF004469A;25
HMF004470B;25
HMF004478A;20
HMF004481A;25
HMF004488A;15
HMF004489A;27
HMF004491B;26
HMF004505A;20
HMF004513A;18
HMF004519A;30
HMF004524A;20
HMF004532B;11
HMF004533A;17
HMF004541A;29
HMF004545B;31
HMF004555A;16
HMF004558A;27
HMF004568A;22
HMF004581B;15
HMF004603A;28
HMF004611A;25
HMF004613A;22
HMF004621A;13
HMF004626A;14
HMF004631A;29
HMF004636A;17
HMF004653A;21
HMF004655A;15
HMF004662A;8
HMF004669A;18
HMF004671A;14
HMF004676A;7
HMF004679A;14
HMF004694A;26
HMF004696A;22
HMF004706A;18
HMF004709A;13
HMF004715A;16
HMF004725A;24
HMF004728A;23
HMF004731A;25
HMF004732A;14
HMF004747A;24
HMF004755A;24
HMF004768A;28
HMF004779A;30
HMF004784A;25
HMF004785A;16
HMF004795A;23
HMF004814A;11
HMF004825A;21
HMF004826A;28
HMF004838A;22
HMF004839A;29
HMF004840A;21
HMF004845A;13
HMF004846A;23
HMF004849A;31
HMF004857A;12
HMF004859A;23
HMF004887A;24
HMF004894A;25
HMF004900A;25
HMF004908A;30
HMF004917A;14
HMF004921A;24
HMF004928A;24
HMF004931A;30
HMF004945A;11
HMF004948A;21
HMF004949A;24
HMF004955A;23
HMF004963A;22
HMF004964A;24
HMF004967A;28
HMF004969A;24
HMF004986A;33
HMF004987A;9
HMF004990A;26
HMF005002A;20
HMF005013A;25
HMF005018A;20
HMF005025A;26
HMF005027A;26
HMF005028A;24
HMF005034A;26
HMF005042A;24
HMF005046A;4
HMF005069A;22
HMF005070A;25
HMF005076A;27
HMF005078A;24
HMF005080A;22
HMF005087A;26
HMF005091A;24
HMF005095A;21
HMF005098A;25
HMF005122A;5
HMF005136A;12
HMF005138A;15
HMF005140A;17
HMF005142A;27
HMF005148A;18
HMF005149A;25
HMF005155A;25
HMF005159A;22
HMF005163A;27
HMF005164A;13
HMF005168A;20
HMF005169A;23
HMF005177A;26
HMF000019B;20
HMF000034A;5
HMF000057A;19
HMF000064A;4
HMF000069A;10
HMF000070A;16
HMF000080A;2
HMF000123A;20
HMF000125A;18
HMF000194A;14
HMF000201A;4
HMF000223A;22
HMF000242A;18
HMF000243A;22
HMF000280A;14
HMF000311A;22
HMF000375A;1
HMF000422A;14
HMF000449A;19
HMF000508A;23
HMF000509A;27
HMF000511A;17
HMF000524A;2
HMF000543A;20
HMF000586A;30
HMF000613B;8
HMF000643A;7
HMF000654A;22
HMF000676A;24
HMF000684A;26
HMF000776A;23
HMF000884A;19
HMF000892A;26
HMF000926A;26
HMF000980A;22
HMF001077A;1
HMF001093A;19
HMF001102B;21
HMF001136A;22
HMF001151A;17
HMF001159A;7
HMF001177A;6
HMF001196A;24
HMF001208A;19
HMF001224A;26
HMF001229A;23
HMF001243A;24
HMF001292A;9
HMF001305A;14
HMF001312A;9
HMF001335A;20
HMF001375A;24
HMF001380A;2
HMF001389A;15
HMF001437A;25
HMF001462A;10
HMF001509A;20
HMF001584A;21
HMF001589A;22
HMF001617A;18
HMF001673A;0
HMF001680A;23
HMF001728A;16
HMF001788A;20
HMF001863A;22
HMF001906A;25
HMF001921A;10
HMF001949A;24
HMF001973A;21
HMF002016A;12
HMF002038A;7
HMF002078A;25
HMF002158A;15
HMF002161A;26
HMF002168A;25
HMF002173A;15
HMF002184A;17
HMF002200A;13
HMF002212A;11
HMF002251A;16
HMF002316A;21
HMF002356A;25
HMF002404A;16
HMF002413A;20
HMF002416A;9
HMF002439A;5
HMF002496A;14
HMF002504A;25
HMF002520B;0
HMF002534A;9
HMF002544A;12
HMF002550A;23
HMF002582A;17
HMF002586A;19
HMF002598A;22
HMF002648A;25
HMF002654A;27
HMF002670A;30
HMF002691A;23
HMF002714A;26
HMF002717A;6
HMF002751A;10
HMF002780A;29
HMF002825A;26
HMF002838A;5
HMF002839A;21
HMF002858A;8
HMF002902A;26
HMF002905A;15
HMF002954A;22
HMF003004A;11
HMF003013A;27
HMF003018A;12
HMF003031A;28
HMF003042A;9
HMF003082A;20
HMF003084A;14
HMF003172A;28
HMF003205A;20
HMF003217A;23
HMF003245A;15
HMF003253A;21
HMF003260A;26
HMF003292A;20
HMF003302A;28
HMF003329A;13
HMF003335A;26
HMF003403A;23
HMF003412A;23
HMF003430A;16
HMF003458A;2
HMF003496A;21
HMF003556A;28
HMF003560A;22
HMF003668A;13
HMF003688A;21
HMF003949A;20
HMF004053A;21
HMF004087A;11
HMF004092A;22
HMF004105A;21
HMF004231A;30
HMF004245A;0
HMF004309A;24
HMF004396A;15
HMF004431A;6
HMF004432A;22
HMF004577A;23
HMF004601A;25
HMF004612A;0
HMF004650A;16
HMF004672A;18
HMF004692A;18
HMF004758A;17
HMF004832A;16
HMF004842A;2
HMF004851A;25
HMF004879A;21
HMF004907A;0
HMF004974A;2
HMF004991A;22
HMF005012A;23
HMF005015A;24
HMF005019A;24
HMF005075B;2
HMF005083A;18
HMF005126A;17
HMF005167A;28
HMF000051A;7
HMF000092A;18
HMF000102A;12
HMF000120A;10
HMF000163A;24
HMF000210A;18
HMF000237A;11
HMF000363A;26
HMF000488A;28
HMF000542A;10
HMF000563A;26
HMF000603A;11
HMF000607A;21
HMF000636A;27
HMF000645A;12
HMF000796A;25
HMF000801A;24
HMF000808A;12
HMF000868A;28
HMF000970A;11
HMF000971A;9
HMF001197A;25
HMF001231A;23
HMF001285A;14
HMF001350A;11
HMF001394A;23
HMF001483A;14
HMF001518A;27
HMF001717A;14
HMF001753A;18
HMF001807A;11
HMF001814A;24
HMF001865A;26
HMF001874A;31
HMF001934A;24
HMF002008A;13
HMF002019A;25
HMF002221A;12
HMF002322A;12
HMF002334A;26
HMF002336A;21
HMF002382A;21
HMF002445A;22
HMF002456A;1
HMF002523A;20
HMF002572A;7
HMF002574A;19
HMF002601A;20
HMF002640A;11
HMF002659A;17
HMF002700A;14
HMF002738A;12
HMF002881A;11
HMF002981A;15
HMF003012A;12
HMF003045A;10
HMF003150A;20
HMF003175A;24
HMF003193A;6
HMF003347A;11
HMF003375A;15
HMF003501A;25
HMF003521A;17
HMF003530A;18
HMF003535B;8
HMF003536A;26
HMF003547A;28
HMF003594A;6
HMF003613A;25
HMF003630A;23
HMF003646A;25
HMF003693A;21
HMF003768A;10
HMF004074A;11
HMF004222A;16
HMF004238A;22
HMF004318A;7
HMF004496A;26
HMF004497A;9
HMF004548A;15
HMF004597A;6
HMF004639A;27
HMF004831A;13
HMF004837A;25
HMF004864A;20
HMF004865A;23
HMF004888A;22
HMF004935A;23
HMF004958A;23
HMF004961A;15
HMF004975A;19
HMF005001A;22
HMF005023A;18
HMF005038A;24
HMF005049A;7
HMF005050A;15
HMF005051A;9
HMF005053A;23
HMF005176A;9
HMF000033A;20
HMF000660A;3
HMF000739A;4
HMF000762A;22
HMF000783A;18
HMF000837A;20
HMF001008A;21
HMF001090A;9
HMF001185A;12
HMF001240A;22
HMF001355A;14
HMF001460B;16
HMF001560A;21
HMF001603A;24
HMF001815A;17
HMF002183A;24
HMF002347A;23
HMF002354A;20
HMF002394A;27
HMF002533A;20
HMF002546A;2
HMF002607A;20
HMF002614A;18
HMF002758A;16
HMF002961A;19
HMF003032A;18
HMF003111A;20
HMF003239A;19
HMF003351A;22
HMF003590A;12
HMF003636A;19
HMF003734A;12
HMF004041A;21
HMF004051A;6
HMF004225A;22
HMF004445A;13
HMF004970A;20
HMF005043A;14
HMF000002A;14
HMF000005A;23
HMF000007A;17
HMF000010A;6
HMF000016A;24
HMF000017A;7
HMF000046A;10
HMF000050A;27
HMF000053A;22
HMF000079A;26
HMF000114A;8
HMF000115A;29
HMF000121A;19
HMF000141A;9
HMF000162A;25
HMF000174A;7
HMF000181A;21
HMF000191A;16
HMF000197A;11
HMF000205A;8
HMF000212A;8
HMF000222B;24
HMF000238A;7
HMF000249A;18
HMF000260A;25
HMF000279A;15
HMF000312A;19
HMF000332A;20
HMF000335A;8
HMF000351A;19
HMF000376B;25
HMF000377A;6
HMF000384A;7
HMF000391B;20
HMF000414A;32
HMF000421A;21
HMF000429A;16
HMF000430A;26
HMF000445A;2
HMF000447A;26
HMF000458B;21
HMF000464A;9
HMF000474A;31
HMF000475A;20
HMF000482A;11
HMF000489A;20
HMF000501C;4
HMF000526A;24
HMF000536A;4
HMF000548A;11
HMF000551B;12
HMF000565A;24
HMF000574A;22
HMF000589B;27
HMF000599A;15
HMF000609A;23
HMF000615B;30
HMF000635A;25
HMF000652A;22
HMF000663A;21
HMF000677A;4
HMF000679B;20
HMF000685A;22
HMF000696A;13
HMF000705A;22
HMF000740A;21
HMF000755A;26
HMF000759A;24
HMF000790B;24
HMF000803A;26
HMF000805A;25
HMF000812B;8
HMF000822A;17
HMF000826B;13
HMF000832C;25
HMF000840B;28
HMF000847A;5
HMF000864A;17
HMF000875A;12
HMF000879A;13
HMF000881C;8
HMF000902A;27
HMF000918A;25
HMF000938A;25
HMF000945A;21
HMF000956A;7
HMF000960A;31
HMF000975A;15
HMF000983A;4
HMF000986A;9
HMF000995A;2
HMF000996B;21
HMF001024A;4
HMF001037A;9
HMF001039A;29
HMF001047A;24
HMF001058A;16
HMF001071A;8
HMF001098A;21
HMF001111A;5
HMF001112A;17
HMF001113A;4
HMF001129A;24
HMF001133A;17
HMF001137A;11
HMF001186A;7
HMF001189A;28
HMF001216A;19
HMF001217A;19
HMF001220A;28
HMF001239A;23
HMF001241A;23
HMF001250A;6
HMF001260A;24
HMF001295A;13
HMF001304A;4
HMF001325A;21
HMF001337A;5
HMF001344B;11
HMF001357A;8
HMF001361A;27
HMF001378B;23
HMF001398A;5
HMF001410B;12
HMF001411A;26
HMF001412A;8
HMF001440A;23
HMF001442A;6
HMF001450A;26
HMF001456A;3
HMF001476A;15
HMF001477A;22
HMF001485A;13
HMF001494A;28
HMF001495A;9
HMF001506A;4
HMF001526A;8
HMF001537A;5
HMF001539A;8
HMF001543A;11
HMF001547A;23
HMF001570A;23
HMF001571A;7
HMF001572A;16
HMF001592B;22
HMF001596B;3
HMF001623A;20
HMF001627A;21
HMF001631A;7
HMF001636B;7
HMF001682B;7
HMF001691A;23
HMF001697A;11
HMF001720A;27
HMF001726A;25
HMF001731A;25
HMF001758A;20
HMF001790A;23
HMF001805A;26
HMF001806E;27
HMF001817A;18
HMF001821A;17
HMF001839A;11
HMF001866A;8
HMF001867A;13
HMF001885A;9
HMF001890A;25
HMF001897A;25
HMF001899A;20
HMF001909A;22
HMF001913A;10
HMF001925B;14
HMF001938A;27
HMF001972A;23
HMF001985A;22
HMF001986A;4
HMF001991A;9
HMF002026A;16
HMF002029A;19
HMF002065A;14
HMF002067A;26
HMF002071A;23
HMF002079A;23
HMF002092A;11
HMF002094A;26
HMF002106A;26
HMF002110A;18
HMF002127A;23
HMF002145B;24
HMF002156A;21
HMF002177A;6
HMF002186A;9
HMF002187A;21
HMF002189A;9
HMF002198A;26
HMF002207A;20
HMF002217A;21
HMF002235A;20
HMF002253A;26
HMF002260A;4
HMF002262A;8
HMF002279A;32
HMF002297A;31
HMF002299A;6
HMF002310A;23
HMF002313A;21
HMF002317A;17
HMF002337A;24
HMF002340A;26
HMF002374A;24
HMF002376A;7
HMF002389A;7
HMF002390A;10
HMF002421A;8
HMF002427A;9
HMF002434A;9
HMF002468A;5
HMF002476A;25
HMF002498A;8
HMF002505A;24
HMF002517A;25
HMF002518A;28
HMF002536A;7
HMF002537A;10
HMF002547A;11
HMF002564A;28
HMF002580A;6
HMF002581B;24
HMF002593A;12
HMF002630A;24
HMF002663B;9
HMF002665A;22
HMF002672A;15
HMF002674A;11
HMF002690A;6
HMF002699A;6
HMF002710A;20
HMF002712A;23
HMF002730A;15
HMF002802A;4
HMF002853A;23
HMF002916A;24
HMF002925A;5
HMF002930A;25
HMF002943A;33
HMF002964A;23
HMF002971A;18
HMF002989A;24
HMF003006A;19
HMF003020A;24
HMF003028A;22
HMF003036A;17
HMF003050A;3
HMF003063A;25
HMF003074B;2
HMF003081A;23
HMF003088A;24
HMF003103A;10
HMF003114A;11
HMF003130A;6
HMF003142A;25
HMF003143A;13
HMF003152A;25
HMF003159A;23
HMF003161A;9
HMF003178A;13
HMF003186A;16
HMF003190A;30
HMF003192A;25
HMF003244A;18
HMF003266A;16
HMF003268A;24
HMF003279A;25
HMF003282A;23
HMF003299A;20
HMF003320A;11
HMF003341A;23
HMF003379A;8
HMF003407A;10
